Text_Ori,Text_clear,Label,Label_2,Check,Final_Label
Càng cố gắng tôi càng thấy năng lượng cạn kiệt và tinh thần rơi vào trạng thái quá tải 😩,Càng cố gắng tôi càng thấy năng lượng cạn kiệt và tinh thần rơi vào trạng thái quá tải,0,,,0
Tôi sợ mik sẽ thất bại và làm mn tin tưởng tôi thất vọng 😞,Tôi sợ mình sẽ thất bại và làm những người tin tưởng tôi thất vọng,1,,,1
Khối lượng cv dày đặc khiến tôi gần như không còn tgian để nghỉ ngơi 😫,Khối lượng công việc dày đặc khiến tôi gần như không còn thời gian để nghỉ ngơi,0,,,0
Có những đêm tôi nằm nghĩ về tương lai và tim đập nhanh vì quá nhiều bất định 😥,Có những đêm tôi nằm nghĩ về tương lai và tim đập nhanh vì quá nhiều bất định,1,,,1
Tôi cảm thấy bị mắc kẹt giữa trách nhiệm tài chính và mong muốn được sống nhẹ nhàng hơn 😔,Tôi cảm thấy bị mắc kẹt giữa trách nhiệm tài chính và mong muốn được sống nhẹ nhàng hơn,0,,,0
Áp lực tiền bạc khiến tôi lúc nào cũng trong trạng thái căng thẳng kéo dài 😩,Áp lực tiền bạc khiến tôi lúc nào cũng trong trạng thái căng thẳng kéo dài,0,,,0
Toi lo so mot ngay mik khong con du kha nang de theo kip moi thay doi xung quanh 😥,Tôi lo sợ một ngày mình không còn đủ khả năng để theo kịp mọi thay đổi xung quanh,1,,,1
Việc học tập dồn dập làm tôi rơi vào trạng thái mệt mỏi mãn tính 😫,Việc học tập dồn dập làm tôi rơi vào trạng thái mệt mỏi mãn tính,0,,,0
Tôi cảm thấy bản thân ngày càng mất phương hướng giữa quá nhiều lựa chọn 😓,Tôi cảm thấy bản thân ngày càng mất phương hướng giữa quá nhiều lựa chọn,1,,,1
Những lời nhắc nhở từ gd khiến tôi vừa áp lực vừa lo mik không đủ tốt 😔,Những lời nhắc nhở từ gia đình khiến tôi vừa áp lực vừa lo mình không đủ tốt,1,,,1
Tôi thường xuyên tự hỏi liệu mik có đang đi sai con đường sự nghiệp hay không 😥,Tôi thường xuyên tự hỏi liệu mình có đang đi sai con đường sự nghiệp hay không,1,,,1
Sự cạnh tranh nơi làm việc khiến tôi căng thẳng đến mức khó ngủ nhiều đêm liền 😫,Sự cạnh tranh nơi làm việc khiến tôi căng thẳng đến mức khó ngủ nhiều đêm liền,0,,,0
Tôi thấy mik phải gồng lên mỗi ngày để không ai nhận ra sự bất an bên trong 😞,Tôi thấy mình phải gồng lên mỗi ngày để không ai nhận ra sự bất an bên trong,1,,,1
Nỗi sợ bị bỏ lại phía sau khiến tôi không dám cho phép mik nghỉ ngơi 😓,Nỗi sợ bị bỏ lại phía sau khiến tôi không dám cho phép bản thân nghỉ ngơi,1,,,1
Tôi kiệt sức vì phải cân bằng giữa cv gd và trách nhiệm cá nhân 😩,Tôi kiệt sức vì phải cân bằng giữa công việc,0,,,0
Moi ngay troi qua giong nhu mot cuoc chay dua khien toi met moi ra roi 😫,Mỗi ngày trôi qua giống như một cuộc chạy đua khiến tôi mệt mỏi rã rời,0,,,0
Tôi cảm thấy áp lực vô hình từ xã hội về việc phải thành công sớm 😥,Tôi cảm thấy áp lực vô hình từ xã hội về việc phải thành công sớm,1,,,1
Có những lúc tôi hoài nghi toàn bộ năng lực của chính mik 😔,Có những lúc tôi hoài nghi toàn bộ năng lực của chính mình,1,,,1
Công việc liên tục phát sinh vấn đề khiến tôi không còn đủ tỉnh táo để xử lý 😩,Công việc liên tục phát sinh vấn đề khiến tôi không còn đủ tỉnh táo để xử lý,0,,,0
Tôi sợ tương lai mờ mịt khi mọi thứ xung quanh thay đổi quá nhanh 😓,Tôi sợ tương lai mờ mịt khi mọi thứ xung quanh thay đổi quá nhanh,1,,,1
Sự kỳ vọng của mn trở thành gánh nặng tâm lý lớn đối với tôi 😞,Sự kỳ vọng của người khác trở thành gánh nặng tâm lý lớn đối với tôi,1,,,1
Tôi thường suy nghĩ quá mức về những sai lầm nhỏ và không thể buông bỏ 😥,Tôi thường suy nghĩ quá mức về những sai lầm nhỏ và không thể buông bỏ,1,,,1
Áp lực thành tích khiến tôi cảm thấy mik không bao giờ đạt chuẩn 😔,Áp lực thành tích khiến tôi cảm thấy mình không bao giờ đạt chuẩn,1,,,1
Tôi mệt mỏi vì phải liên tục chứng minh giá trị của mik trong môi trường cạnh tranh 😫,Tôi mệt mỏi vì phải liên tục chứng minh giá trị của bản thân trong môi trường cạnh tranh,0,,,0
Có những ngày tôi hoàn toàn cạn kiệt năng lượng dù không làm điều gì quá đặc biệt 😩,Có những ngày tôi hoàn toàn cạn kiệt năng lượng dù không làm điều gì quá đặc biệt,0,,,0
Tôi lo rằng mik sẽ không đủ khả năng chăm lo cho gd trong tương lai 😥,Tôi lo rằng mình sẽ không đủ khả năng chăm lo cho gia đình trong tương lai,1,,,1
Cong viec keo dai nhieu gio lien khien toi suy nhuoc ca the chat lan tinh than 😫,Công việc kéo dài nhiều giờ liền khiến tôi suy nhược cả thể chất lẫn tinh thần,0,,,0
Tôi cảm thấy bất an khi nghĩ đến những trách nhiệm tài chính sắp tới 😔,Tôi cảm thấy bất an khi nghĩ đến những trách nhiệm tài chính sắp tới,1,,,1
Mỗi khi mắc lỗi nhỏ tôi lại tự trách mik rất lâu 😞,Mỗi khi mắc lỗi nhỏ tôi lại tự trách bản thân rất lâu,1,,,1
Tôi sợ một ngày mik không còn đáp ứng được yêu cầu cv 😓,Tôi sợ một ngày mình không còn đáp ứng được yêu cầu công việc,1,,,1
Sự so sánh với ng khác làm tôi mất tự tin nghiêm trọng 😥,Sự so sánh với người khác làm tôi mất tự tin nghiêm trọng,1,,,1
Tôi thường xuyên mất ngủ vì áp lực phải hoàn thành nhiệm vụ đúng hạn 😫,Tôi thường xuyên mất ngủ vì áp lực phải hoàn thành nhiệm vụ đúng hạn,0,,,0
Gd mong tôi ổn định nhanh chóng nhưng tôi vẫn chưa tìm thấy hướng đi rõ ràng 😔,Gia đình mong tôi ổn định nhanh chóng nhưng tôi vẫn chưa tìm thấy hướng đi rõ ràng,1,,,1
Tôi cảm thấy mik đang cố gắng rất nhiều nhưng kết quả không tương xứng 😩,Tôi cảm thấy mình đang cố gắng rất nhiều nhưng kết quả không tương xứng,0,,,0
Áp lực kéo dài làm tôi dễ cáu gắt và kiệt sức 😫,Áp lực kéo dài làm tôi dễ cáu gắt và kiệt sức,0,,,0
Tôi sợ rằng mik đang dần đánh mất bản thân trong guồng quay cv 😥,Tôi sợ rằng mình đang dần đánh mất bản thân trong guồng quay công việc,1,,,1
Những vấn đề tồn đọng khiến tôi luôn sống trong trạng thái lo lắng 😔,Những vấn đề tồn đọng khiến tôi luôn sống trong trạng thái lo lắng,1,,,1
Tôi mệt vì phải đưa ra quá nhiều quyết định quan trọng trong tgian ngắn 😩,Tôi mệt vì phải đưa ra quá nhiều quyết định quan trọng trong thời gian ngắn,0,,,0
Co luc toi cam thay khong con dong luc de tiep tuc co gang 😫,Có lúc tôi cảm thấy không còn động lực để tiếp tục cố gắng,0,,,0
Sự bất ổn trong cv khiến tôi luôn lo sợ bị thay thế 😓,Sự bất ổn trong công việc khiến tôi luôn lo sợ bị thay thế,1,,,1
Tôi cảm thấy trách nhiệm với gd vừa là động lực vừa là áp lực nặng nề 😔,Tôi cảm thấy trách nhiệm với gia đình vừa là động lực vừa là áp lực nặng nề,1,,,1
Tôi lo mik không đủ khả năng xây dựng một tương lai vững chắc 😥,Tôi lo mình không đủ khả năng xây dựng một tương lai vững chắc,1,,,1
Mỗi lần nghĩ đến khả năng thất nghiệp tôi lại hoảng sợ 😞,Mỗi lần nghĩ đến khả năng thất nghiệp tôi lại hoảng sợ,1,,,1
Tôi kiệt sức vì cố cân bằng giữa kỳ vọng cá nhân và mong muốn của gd 😩,Tôi kiệt sức vì cố cân bằng giữa kỳ vọng cá nhân và mong muốn của người thân,0,,,0
Những mục tiêu dài hạn đôi khi khiến tôi thấy mik quá nhỏ bé 😔,Những mục tiêu dài hạn đôi khi khiến tôi thấy mình quá nhỏ bé,1,,,1
Tôi sợ mik sẽ mãi loay hoay mà không đạt được thành tựu đáng kể 😥,Tôi sợ mình sẽ mãi loay hoay mà không đạt được thành tựu đáng kể,1,,,1
Áp lực đồng trang lứa làm tôi cảm thấy tụt lại phía sau,Áp lực đồng trang lứa làm tôi cảm thấy tụt lại phía sau,1,,,1
Tôi mệt mỏi vì phải cố gắng không ngừng để bắt kịp ng khác,Tôi mệt mỏi vì phải cố gắng không ngừng để bắt kịp người khác,0,,,0
Có những ngày tôi chỉ muốn dừng lại nhưng trách nhiệm không cho phép,Có những ngày tôi chỉ muốn dừng lại nhưng trách nhiệm không cho phép,0,,,0
Tôi lo lắng về khả năng tài chính của bản thân trong vài năm tới,Tôi lo lắng về khả năng tài chính của bản thân trong vài năm tới,1,,,1
Cv đòi hỏi quá nhiều khiến tôi không còn tgian chăm sóc bản thân 😔,Công việc đòi hỏi quá nhiều khiến tôi không còn thời gian chăm sóc bản thân,0,,,0
Tôi cảm thấy sự mệt mỏi tích tụ từng ngày mà không dc giải tỏa,Tôi cảm thấy sự mệt mỏi tích tụ từng ngày mà không được giải tỏa,0,,,0
Tôi sợ rằng mik đang đi sai hướng nhưng không đủ can đảm thay đổi,Tôi sợ rằng mình đang đi sai hướng nhưng không đủ can đảm thay đổi,1,,,1
Gd kỳ vọng tôi mạnh mẽ nhưng nhiều khi tôi chỉ muốn dc nghỉ ngơi,Gia đình kỳ vọng tôi mạnh mẽ nhưng nhiều khi tôi chỉ muốn được nghỉ ngơi,0,,,0
Tôi thường xuyên tự hỏi liệu nỗ lực của mik có ý nghĩa hay không,Tôi thường xuyên tự hỏi liệu nỗ lực của mình có ý nghĩa hay không,1,,,1
Những áp lực nhỏ dồn lại khiến tôi cảm thấy nghẹt thở 😞,Những áp lực nhỏ dồn lại khiến tôi cảm thấy nghẹt thở,0,,,0
Tôi cảm thấy mik bị mắc kẹt trong một vòng lặp của cv và lo âu,Tôi cảm thấy mình bị mắc kẹt trong một vòng lặp của công việc và lo âu,1,,,1
Mỗi lần nhận thêm trách nhiệm mới tôi lại thấy kiệt sức hơn,Mỗi lần nhận thêm trách nhiệm mới tôi lại thấy kiệt sức hơn,0,,,0
Tôi sợ làm sai và bị đánh giá là kém năng lực,Tôi sợ làm sai và bị đánh giá là kém năng lực,1,,,1
Tương lai không rõ ràng khiến tôi luôn bất an,Tương lai không rõ ràng khiến tôi luôn bất an,1,,,1
Tôi mệt vì phải duy trì hình ảnh ổn định trước mặt mn 😔,Tôi mệt vì phải duy trì hình ảnh ổn định trước mặt mọi người,0,,,0
Có lúc tôi nghĩ mik không đủ khả năng theo đuổi ước mơ ban đầu,Có lúc tôi nghĩ mình không đủ khả năng theo đuổi ước mơ ban đầu,1,,,1
Sự thiếu chắc chắn về nghề nghiệp làm tôi hoang mang kéo dài,Sự thiếu chắc chắn về nghề nghiệp làm tôi hoang mang kéo dài,1,,,1
Tôi lo rằng nếu dừng lại tôi sẽ bị bỏ lại rất xa phía sau,Tôi lo rằng nếu dừng lại tôi sẽ bị bỏ lại rất xa phía sau,1,,,1
Những hóa đơn và trách nhiệm tài chính khiến tôi áp lực nặng nề,Những hóa đơn và trách nhiệm tài chính khiến tôi áp lực nặng nề,0,,,0
Tôi cảm thấy mik đang cố gắng tồn tại hơn là tận hưởng cuộc sống 😓,Tôi cảm thấy mình đang cố gắng tồn tại hơn là tận hưởng cuộc sống,0,,,0
Áp lực từ cấp trên khiến tôi luôn trong trạng thái căng thẳng,Áp lực từ cấp trên khiến tôi luôn trong trạng thái căng thẳng,0,,,0
Tôi mệt mỏi khi phải liên tục thích nghi vs thay đổi mới,Tôi mệt mỏi khi phải liên tục thích nghi với thay đổi mới,0,,,0
Có những ngày tôi cảm thấy hoàn toàn mất kiểm soát cảm xúc,Có những ngày tôi cảm thấy hoàn toàn mất kiểm soát cảm xúc,1,,,1
Tôi sợ rằng sự trì hoãn của mik sẽ dẫn đến hậu quả nghiêm trọng,Tôi sợ rằng sự trì hoãn của mình sẽ dẫn đến hậu quả nghiêm trọng,1,,,1
Gd muốn tôi thành công nhanh chóng nhưng tôi vẫn lạc lối 😞,Gia đình muốn tôi thành công nhanh chóng nhưng tôi vẫn lạc lối,1,,,1
Tôi cảm thấy lo âu ngay cả khi không có vấn đề cụ thể xảy ra,Tôi cảm thấy lo âu ngay cả khi không có vấn đề cụ thể xảy ra,1,,,1
Cv và học tập cùng lúc khiến tôi gần như kiệt quệ,Công việc và học tập cùng lúc khiến tôi gần như kiệt quệ,0,,,0
Tôi sợ rằng những quyết định hiện tại sẽ ảnh hưởng xấu đến tương lai,Tôi sợ rằng những quyết định hiện tại sẽ ảnh hưởng xấu đến tương lai,1,,,1
Những thất bại nhỏ khiến tôi mất niềm tin vào chính mik,Những thất bại nhỏ khiến tôi mất niềm tin vào chính mình,1,,,1
Tôi cảm thấy mik đang chịu áp lực từ mọi phía 😔,Tôi cảm thấy mình đang chịu áp lực từ mọi phía,0,,,0
Tôi thường xuyên tự hỏi mik có đủ giỏi để tiếp tục hay không,Tôi thường xuyên tự hỏi mình có đủ giỏi để tiếp tục hay không,1,,,1
Mỗi lần nhìn thành tựu của ng khác tôi lại thấy áp lực hơn,Mỗi lần nhìn thành tựu của người khác tôi lại thấy áp lực hơn,1,,,1
Tôi lo lắng về việc không thể cân bằng giữa cv và cuộc sống,Tôi lo lắng về việc không thể cân bằng giữa công việc và cuộc sống,1,,,1
Có lúc tôi chỉ muốn trốn tránh tất cả trách nhiệm,Có lúc tôi chỉ muốn trốn tránh tất cả trách nhiệm,0,,,0
Tôi sợ rằng nếu mik yếu đi mọi thứ sẽ sụp đổ 😓,Tôi sợ rằng nếu mình yếu đi mọi thứ sẽ sụp đổ,1,,,1
Áp lực tích tụ khiến tôi dễ rơi vào trạng thái suy kiệt,Áp lực tích tụ khiến tôi dễ rơi vào trạng thái suy kiệt,0,,,0
Tôi cảm thấy tương lai phía trước quá mơ hồ để yên tâm,Tôi cảm thấy tương lai phía trước quá mơ hồ để yên tâm,1,,,1
Gd là điểm tựa nhưng cũng là nguồn áp lực lớn đối vs tôi,Gia đình là điểm tựa nhưng cũng là nguồn áp lực lớn đối với tôi,1,,,1
Tôi mệt mỏi khi phải liên tục chứng tỏ bản thân,Tôi mệt mỏi khi phải liên tục chứng tỏ bản thân,0,,,0
Có những lúc tôi không biết mik đang cố gắng vì điều gì 😞,Có những lúc tôi không biết mình đang cố gắng vì điều gì,1,,,1
Tôi lo lắng về sự ổn định lâu dài trong sự nghiệp,Tôi lo lắng về sự ổn định lâu dài trong sự nghiệp,1,,,1
Những trách nhiệm chưa hoàn thành khiến tôi luôn căng thẳng,Những trách nhiệm chưa hoàn thành khiến tôi luôn căng thẳng,0,,,0
Tôi sợ rằng bản thân sẽ không đạt dc kỳ vọng của chính mik,Tôi sợ rằng bản thân sẽ không đạt được kỳ vọng của chính mình,1,,,1
Cv kéo dài nhiều năm khiến tôi cảm thấy cạn kiệt,Công việc kéo dài nhiều năm khiến tôi cảm thấy cạn kiệt,0,,,0
Tôi cảm thấy mik không còn đủ nhiệt huyết như trước đây 😔,Tôi cảm thấy mình không còn đủ nhiệt huyết như trước đây,0,,,0
Sự thay đổi liên tục của môi trường làm tôi bất an,Sự thay đổi liên tục của môi trường làm tôi bất an,1,,,1
Tôi mệt vì phải che giấu cảm xúc thật,Tôi mệt vì phải che giấu cảm xúc thật,0,,,0
Có những đêm tôi suy nghĩ về mọi khả năng xấu có thể xảy ra,Có những đêm tôi suy nghĩ về mọi khả năng xấu có thể xảy ra,1,,,1
Tôi sợ rằng nếu thất bại lần nữa tôi sẽ không thể đứng dậy,Tôi sợ rằng nếu thất bại lần nữa tôi sẽ không thể đứng dậy,1,,,1
Áp lực từ quá khứ và tương lai cùng lúc khiến tôi quá tải 😓,Áp lực từ quá khứ và tương lai cùng lúc khiến tôi quá tải,0,,,0
Tôi cảm thấy bản thân đang đánh đổi sức khỏe để duy trì cv,Tôi cảm thấy bản thân đang đánh đổi sức khỏe để duy trì công việc,0,,,0
Nghĩ đến tương lai dài hạn khiến tôi lo lắng không yên,Nghĩ đến tương lai dài hạn khiến tôi lo lắng không yên,1,,,1
Khối lượng nhiệm vụ dày đặc làm tôi kiệt sức liên tục,Khối lượng nhiệm vụ dày đặc làm tôi kiệt sức liên tục,0,,,0
Tôi sợ mik không đủ giỏi để cạnh tranh lâu dài,Tôi sợ mình không đủ giỏi để cạnh tranh lâu dài,1,,,1
Tôi mệt mỏi vì phải duy trì hiệu suất cao mỗi ngày 😞,Tôi mệt mỏi vì phải duy trì hiệu suất cao mỗi ngày,0,,,0
Tôi lo gd sẽ thất vọng nếu tôi không thành công,Tôi lo gia đình sẽ thất vọng nếu tôi không thành công,1,,,1
Áp lực tiến độ khiến tôi thường xuyên đau đầu,Áp lực tiến độ khiến tôi thường xuyên đau đầu,0,,,0
Tôi cảm thấy bất an khi so sánh bản thân vs bạn bè cùng trang lứa,Tôi cảm thấy bất an khi so sánh bản thân với bạn bè cùng trang lứa,1,,,1
Cường độ làm vc cao làm tôi suy giảm động lực,Cường độ làm việc cao làm tôi suy giảm động lực,0,,,0
Tôi sợ mik sẽ đưa ra lựa chọn sai lầm cho tương lai 😔,Tôi sợ mình sẽ đưa ra lựa chọn sai lầm cho tương lai,1,,,1
Tôi cảm thấy mik đang bị cuốn vào guồng quay không có lối thoát,Tôi cảm thấy mình đang bị cuốn vào guồng quay không có lối thoát,0,,,0
Nỗi lo về tài chính khiến tôi không thể thư giãn,Nỗi lo về tài chính khiến tôi không thể thư giãn,1,,,1
Căng thẳng kéo dài làm tôi khó tập trung vào vc quan trọng,Căng thẳng kéo dài làm tôi khó tập trung vào việc quan trọng,0,,,0
Tôi sợ bị đánh giá là không đủ năng lực,Tôi sợ bị đánh giá là không đủ năng lực,1,,,1
Tôi kiệt sức vì phải xử lý quá nhiều vấn đề cùng lúc 😓,Tôi kiệt sức vì phải xử lý quá nhiều vấn đề cùng lúc,0,,,0
Tôi lo rằng mik sẽ không đạt dc sự ổn định mong muốn,Tôi lo rằng mình sẽ không đạt được sự ổn định mong muốn,1,,,1
Áp lực cv khiến tôi cảm thấy nghẹt thở,Áp lực công việc khiến tôi cảm thấy nghẹt thở,0,,,0
Tôi sợ rằng mik đang đi chệch khỏi mục tiêu ban đầu,Tôi sợ rằng mình đang đi chệch khỏi mục tiêu ban đầu,1,,,1
Tôi mệt mỏi vì không có tgian phục hồi năng lượng,Tôi mệt mỏi vì không có thời gian phục hồi năng lượng,0,,,0
Tôi lo lắng về những rủi ro có thể xảy ra bất cứ lúc nào 😞,Tôi lo lắng về những rủi ro có thể xảy ra bất cứ lúc nào,1,,,1
Căng thẳng liên tục khiến tôi suy giảm sức khỏe,Căng thẳng liên tục khiến tôi suy giảm sức khỏe,0,,,0
Tôi sợ mik không thể đáp ứng kỳ vọng của gd,Tôi sợ mình không thể đáp ứng kỳ vọng của gia đình,1,,,1
Khối lượng học tập dày đặc làm tôi quá tải,Khối lượng học tập dày đặc làm tôi quá tải,0,,,0
Tôi lo rằng bản thân sẽ bị tụt lại phía sau,Tôi lo rằng bản thân sẽ bị tụt lại phía sau,1,,,1
Tôi cảm thấy tinh thần xuống dốc vì áp lực kéo dài 😔,Tôi cảm thấy tinh thần xuống dốc vì áp lực kéo dài,0,,,0
Tôi sợ mik không đủ bản lĩnh để vượt qua khó khăn lớn,Tôi sợ mình không đủ bản lĩnh để vượt qua khó khăn lớn,1,,,1
Tôi mệt vì phải làm vc vượt quá giới hạn của mik,Tôi mệt vì phải làm việc vượt quá giới hạn của mình,0,,,0
Tôi lo rằng tương lai không ổn định sẽ ảnh hưởng đến gd,Tôi lo rằng tương lai không ổn định sẽ ảnh hưởng đến gia đình,1,,,1
Áp lực thành công sớm khiến tôi căng thẳng nặng nề,Áp lực thành công sớm khiến tôi căng thẳng nặng nề,0,,,0
Tôi sợ rằng mik đang lãng phí những năm tháng quan trọng 😓,Tôi sợ rằng mình đang lãng phí những năm tháng quan trọng,1,,,1
Tôi kiệt sức vì phải duy trì nhiều vai trò cùng lúc,Tôi kiệt sức vì phải duy trì nhiều vai trò cùng lúc,0,,,0
Tôi lo mik sẽ không đạt dc sự an toàn tài chính,Tôi lo mình sẽ không đạt được sự an toàn tài chính,1,,,1
Cv dồn dập khiến tôi mất ngủ nhiều ngày,Công việc dồn dập khiến tôi mất ngủ nhiều ngày,0,,,0
Tôi sợ rằng bản thân không đủ kiên trì để đi đến cùng,Tôi sợ rằng bản thân không đủ kiên trì để đi đến cùng,1,,,1
Tôi mệt mỏi khi phải xử lý xung đột giữa cv và gd 😞,Tôi mệt mỏi khi phải xử lý xung đột giữa công việc và gia đình,0,,,0
Tôi lo rằng mik đang đánh mất cơ hội quan trọng,Tôi lo rằng mình đang đánh mất cơ hội quan trọng,1,,,1
Căng thẳng khiến tôi khó giữ dc sự bình tĩnh,Căng thẳng khiến tôi khó giữ được sự bình tĩnh,0,,,0
Tôi sợ rằng nếu thất bại tôi sẽ mất phương hướng hoàn toàn,Tôi sợ rằng nếu thất bại tôi sẽ mất phương hướng hoàn toàn,1,,,1
Tôi cảm thấy năng lượng của mik suy giảm rõ rệt,Tôi cảm thấy năng lượng của mình suy giảm rõ rệt,0,,,0
Tôi lo lắng về những biến động có thể xảy ra trong sự nghiệp 😔,Tôi lo lắng về những biến động có thể xảy ra trong sự nghiệp,1,,,1
Áp lực kéo dài làm tôi không còn hứng thú vs cv,Áp lực kéo dài làm tôi không còn hứng thú với công việc,0,,,0
Tôi sợ rằng mik sẽ không đạt dc sự công nhận mong muốn,Tôi sợ rằng mình sẽ không đạt được sự công nhận mong muốn,1,,,1
Tôi mệt vì phải duy trì trách nhiệm tài chính lâu dài,Tôi mệt vì phải duy trì trách nhiệm tài chính lâu dài,0,,,0
Tôi lo rằng bản thân không đủ vững vàng để bảo vệ gd,Tôi lo rằng bản thân không đủ vững vàng để bảo vệ gia đình,1,,,1
Cv quá tải khiến tôi suy kiệt tinh thần 😓,Công việc quá tải khiến tôi suy kiệt tinh thần,0,,,0
Tôi sợ tương lai không như kỳ vọng mik đặt ra,Tôi sợ tương lai không như kỳ vọng mình đặt ra,1,,,1
Tôi mệt mỏi vì phải đối mặt vs áp lực mỗi ngày,Tôi mệt mỏi vì phải đối mặt với áp lực mỗi ngày,0,,,0
Tôi lo rằng mik sẽ đánh mất niềm tin của ng khác,Tôi lo rằng mình sẽ đánh mất niềm tin của người khác,1,,,1
Áp lực liên tục khiến tôi không còn tgian nghỉ ngơi,Áp lực liên tục khiến tôi không còn thời gian nghỉ ngơi,0,,,0
Tôi sợ rằng những quyết định hôm nay sẽ gây hối hận sau này 😞,Tôi sợ rằng những quyết định hôm nay sẽ gây hối hận sau này,1,,,1
Tôi kiệt sức vì cố gắng hoàn thành mọi vai trò thật tốt,Tôi kiệt sức vì cố gắng hoàn thành mọi vai trò thật tốt,0,,,0
Tôi lo rằng mik không thể kiểm soát dc những rủi ro phía trước,Tôi lo rằng mình không thể kiểm soát được những rủi ro phía trước,1,,,1
"Đi làm 12 tiếng về tới nhà vẫn nghe trách móc chưa đủ cố gắng, tôi thật sự đuối lắm r","Đi làm 12 tiếng về tới nhà vẫn nghe trách móc chưa đủ cố gắng, tôi thật sự đuối lắm rồi",0,,,0
"Cả nhà trông chờ vào tôi mà lương tháng thì chẳng đủ xoay xở, áp lực muốn nghẹt thở","Cả nhà trông chờ vào tôi mà lương tháng thì chẳng đủ xoay xở, áp lực muốn nghẹt thở",0,,,0
"Nợ nần chưa xong lại thêm chuyện phát sinh, đầu óc tôi lúc nào cũng căng như dây đàn 😮‍💨","Nợ nần chưa xong lại thêm chuyện phát sinh, đầu óc tôi lúc nào cũng căng như dây đàn",0,,,0
"Mới 28 tuổi mà cảm giác như gánh cả thế giới trên vai, mệt quá trời","Mới 28 tuổi mà cảm giác như gánh cả thế giới trên vai, mệt quá trời",0,,,0
"Ở nhà thì bị so sánh vs ngta, đi làm thì bị sếp ép KPI, sống kiểu j đây","Ở nhà thì bị so sánh với người ta, đi làm thì bị sếp ép KPI, sống kiểu gì đây",0,,,0
Nhiều lúc chỉ muốn biến mất vài ngày cho nhẹ đầu thui,Nhiều lúc chỉ muốn biến mất vài ngày cho nhẹ đầu thôi,0,,,0
Tiền nhà tiền điện tiền thuốc cho ba mẹ tháng nào cũng thiếu trước hụt sau 🥲,Tiền nhà tiền điện tiền thuốc cho ba mẹ tháng nào cũng thiếu trước hụt sau,0,,,0
Tôi cố tỏ ra mạnh mẽ nhưng thật ra đang rệu rã từng ngày,Tôi cố tỏ ra mạnh mẽ nhưng thật ra đang rệu rã từng ngày,0,,,0
Càng lớn càng thấy trách nhiệm đè nặng lên vai mik 😔,Càng lớn càng thấy trách nhiệm đè nặng lên vai mình,0,,,0
Sáng mở mắt ra là đã thấy áp lực chờ sẵn,Sáng mở mắt ra là đã thấy áp lực chờ sẵn,0,,,0
"Cv chất đống mà không ai chia sẻ bớt, tôi kiệt sức thật sự","Công việc chất đống mà không ai chia sẻ bớt, tôi kiệt sức thật sự",0,,,0
"Gd cãi vã suốt, tôi đứng giữa mà chỉ muốn gục xuống 😞","Gia đình cãi vã suốt, tôi đứng giữa mà chỉ muốn gục xuống",0,,,0
Mn nghĩ tôi ổn nhưng thật ra tôi đang quá tải,Mọi người nghĩ tôi ổn nhưng thật ra tôi đang quá tải,0,,,0
"Không dám nghỉ vì nghỉ là mất thu nhập, mà làm thì mệt đến rã rời","Không dám nghỉ vì nghỉ là mất thu nhập, mà làm thì mệt đến rã rời",0,,,0
Có hôm ngồi trong nhà tắm mà nước mắt cứ rơi vì áp lực 😢,Có hôm ngồi trong nhà tắm mà nước mắt cứ rơi vì áp lực,0,,,0
Tôi là đứa bị kỳ vọng nhìu nhất nên chẳng dám yếu đuối,Tôi là đứa bị kỳ vọng nhiều nhất nên chẳng dám yếu đuối,0,,,0
"Sống chung mà chẳng ai hiểu ai, mệt mỏi vô cùng","Sống chung mà chẳng ai hiểu ai, mệt mỏi vô cùng",0,,,0
"Ba mẹ già r mà tôi vẫn chưa lo dc j nhìu, tự trách bản thân ghê gớm","Ba mẹ già rồi mà tôi vẫn chưa lo được gì nhiều, tự trách bản thân ghê gớm",0,,,0
"Làm bao nhiêu cũng ko đủ, lúc nào cũng thiếu trước hụt sau","Làm bao nhiêu cũng không đủ, lúc nào cũng thiếu trước hụt sau",0,,,0
Áp lực cơm áo khiến tôi ko dám nghĩ tới ước mơ 🫠,Áp lực cơm áo khiến tôi không dám nghĩ tới ước mơ,0,,,0
Cứ nghe câu con nhà ngta là tôi lại thấy mik vô dụng,Cứ nghe câu con nhà người ta là tôi lại thấy mình vô dụng,0,,,0
Cv bấp bênh làm tôi stress triền miên,Công việc bấp bênh làm tôi stress triền miên,0,,,0
"Ở nhà thì bị chì chiết, ra ngoài thì bị đòi hỏi, tôi mệt lắm r","Ở nhà thì bị chì chiết, ra ngoài thì bị đòi hỏi, tôi mệt lắm rồi",0,,,0
Không biết từ bao giờ tôi chỉ sống để trả nợ và làm vc,Không biết từ bao giờ tôi chỉ sống để trả nợ và làm việc,0,,,0
Tôi cảm giác mik như cái máy kiếm tiền hơn là một con ng,Tôi cảm giác mình như cái máy kiếm tiền hơn là một con người,0,,,0
Cả ngày quay cuồng vs trách nhiệm mà chẳng ai hỏi tôi có ổn ko,Cả ngày quay cuồng với trách nhiệm mà chẳng ai hỏi tôi có ổn không,0,,,0
Nghĩ đến khoản vay sắp tới là tim tôi thắt lại,Nghĩ đến khoản vay sắp tới là tim tôi thắt lại,0,,,0
Có những đêm nằm nghe tiếng thở dài của chính mik,Có những đêm nằm nghe tiếng thở dài của chính mình,0,,,0
